1	33	3.69948
1	35	2.91146
1	57	3.76512
1	66	4.09939
1	73	3.92357
1	75	4.22465
1	87	5.09534
1	94	5.0675
1	95	6.0399
1	96	5.98906
2	33	3.04836
2	63	3.72321
2	69	4.0203
2	70	3.31451
2	87	4.44422
2	94	4.41638
2	95	5.38878
2	96	5.33793
2	99	5.26869
2	100	5.23072
3	8	3.08663
3	34	3.35496
3	45	3.62681
3	48	3.44193
3	58	7.52421
3	71	4.61544
3	81	4.64642
3	86	4.9129
3	91	5.28932
3	92	5.36003
4	9	3.77473
4	19	7.13971
4	20	4.13282
4	24	3.72062
4	54	3.76845
4	62	7.0548
4	65	0.559768
4	83	9.05452
4	94	12.7417
4	96	0.678541
5	13	2.42778
5	30	3.37176
5	33	3.49344
5	35	2.70541
5	64	4.46914
5	73	3.71752
5	75	4.0186
5	87	4.88929
5	94	4.86145
5	97	5.20411
6	15	3.21219
6	16	3.3462
6	17	2.63338
6	21	4.80045
6	37	4.08364
6	91	2.91085
6	95	5.44076
6	97	13.4617
7	11	3.45239
7	25	3.41405
7	29	3.43382
7	53	3.71454
7	63	4.21241
7	69	4.50949
7	70	3.80371
7	93	6.01968
7	98	5.59155
7	100	5.71992
8	22	3.22386
8	34	2.94467
8	45	3.21651
8	60	3.2807
8	65	4.18751
8	67	4.0271
8	86	4.5026
8	91	4.87902
8	92	4.94973
8	98	5.41852
9	4	6.51535
9	19	6.86732
9	20	3.86043
9	24	3.44824
9	36	4.97451
9	54	3.49607
9	64	4.67805
9	81	2.34934
9	95	0.130329
10	3	3.55295
10	34	2.96083
10	39	3.72727
10	45	3.23268
10	50	3.41178
10	84	4.42954
10	86	4.51877
10	89	4.7438
10	90	4.89516
10	91	4.89519
11	7	3.34419
11	25	3.63345
11	29	3.65322
11	63	4.43182
11	66	4.15687
11	69	4.7289
11	83	4.02631
11	92	5.3092
11	98	5.81096
11	100	5.93932
12	40	3.53784
12	41	3.79553
12	46	3.66735
12	49	3.58676
12	59	3.86724
12	72	8.05932
12	80	4.79436
12	82	4.35874
12	85	4.98694
12	99	5.66654
13	1	2.96141
13	32	2.91186
13	59	3.54965
13	67	3.79119
13	88	4.27296
13	94	4.49664
13	96	5.41819
13	97	4.83929
13	98	5.18261
13	99	5.34895
14	27	3.33886
14	28	3.77084
14	50	3.56923
14	52	3.50746
14	57	4.17655
14	59	6.86548
14	81	4.40975
14	84	4.587
14	89	4.90125
14	90	5.05262
15	6	3.12796
15	16	3.93868
15	17	3.22586
15	21	5.39292
15	37	4.67612
15	71	0.00365735
15	90	5.31091
15	95	6.03324
16	6	3.37162
16	14	3.53469
16	21	5.63658
16	36	0.0230172
16	37	4.91978
16	52	3.90578
16	78	1.45739
16	84	4.98532
16	89	5.29957
16	95	6.27689
17	1	3.33559
17	6	2.93795
17	15	3.61466
17	35	2.71479
17	37	4.48611
17	39	3.84938
17	73	3.72689
17	75	4.02797
17	94	4.87082
17	95	5.84323
18	3	3.94487
18	22	3.63194
18	34	3.35275
18	45	3.62459
18	71	4.61323
18	76	4.66561
18	85	3.54422
18	86	4.91069
18	91	5.28711
18	92	5.35782
19	4	5.35661
19	20	2.7017
19	30	0.0658874
19	39	3.30554
19	44	5.99896
19	46	0.0533254
19	54	2.33733
19	79	6.66217
19	84	9.93542
20	4	6.2777
20	9	3.26469
20	19	6.62967
20	24	3.21059
20	33	5.9353
20	54	3.25842
20	64	4.4404
20	69	0.0353529
20	88	10.5743
21	6	3.79657
21	15	4.47328
21	16	4.60729
21	18	1.96388
21	22	0.0861977
21	37	5.34473
21	51	2.42214
21	82	4.94812
21	95	6.70185
22	3	3.89983
22	18	3.68786
22	23	6.40099
22	48	3.39467
22	71	4.56818
22	76	4.62056
22	77	4.43097
22	86	4.86564
22	91	5.24206
22	92	5.31277
23	41	3.81359
23	44	3.18226
23	49	3.60482
23	51	3.85578
23	58	3.69481
23	68	4.09313
23	78	4.45322
23	80	4.81242
23	88	4.60861
23	93	5.48025
24	1	1.67514
