1	18	5.8032
1	36	5.00199
1	53	6.12982
1	66	9.38174
1	81	4.19072
1	96	5.98921
1	113	4.3753
1	147	9.25383
1	167	5.84884
1	547	0.13988
1	588	9.54056
1	698	9.8053
1	952	8.43836
2	8	5.20035
2	23	5.70255
2	76	7.97341
2	123	5.29883
2	207	6.84987
2	267	5.2516
2	337	5.87371
2	356	7.62821
2	392	0.0172673
2	399	0.0677518
2	426	6.84058
2	484	0.0480452
2	690	14.7375
2	716	1.60088
2	858	18.7294
3	11	3.86306
3	99	3.8885
3	153	4.07718
3	405	4.36517
3	550	4.58325
3	584	4.70344
3	662	4.86546
3	721	5.26794
3	727	5.36099
3	769	5.54861
3	820	5.65149
3	842	5.79895
3	847	5.80209
3	857	5.82087
3	875	6.0388
4	46	7.04758
4	74	2.881
4	139	15.9748
4	166	4.18651
4	187	5.76775
4	189	6.81511
4	223	4.20937
4	225	5.13163
4	245	0.101231
4	252	7.93441
4	268	6.56214
4	277	6.283
4	710	3.78789
4	731	10.717
5	6	4.19872
5	10	0.0843604
5	37	0.0660681
5	49	5.13951
5	172	4.4205
5	214	0.0531419
5	295	4.81531
5	317	6.15927
5	319	7.00305
5	355	6.41829
5	390	5.11016
5	492	7.86613
5	711	13.0248
5	934	10.5854
5	960	12.6167
6	5	7.12086
6	49	4.94607
6	172	4.22706
6	220	6.0232
6	273	0.0115342
6	279	4.48046
6	295	4.62187
6	317	5.96583
6	319	6.80961
6	348	4.39614
6	355	6.22485
6	390	4.91672
6	966	14.4993
7	14	4.16809
7	469	4.84956
7	481	5.07963
7	497	4.71322
7	515	5.03228
7	555	4.90948
7	601	14.3721
7	652	5.11611
7	692	5.57469
7	704	5.47122
7	739	7.87027
7	742	5.71086
7	745	5.55723
7	763	5.69379
8	2	6.21272
8	12	5.73685
8	23	5.68172
8	70	4.00038
8	76	7.95258
8	123	5.278
8	207	6.82905
8	244	0.0901619
8	267	5.23077
8	337	5.85288
8	356	7.60738
8	426	6.81975
8	466	0.108424
8	562	9.59047
8	900	18.5763
9	33	4.66191
9	108	0.00631405
9	161	9.85607
9	243	4.28212
9	258	3.16304
9	260	8.144
9	281	7.13085
9	325	5.81192
9	339	4.27734
9	352	6.06332
9	353	4.46479
9	408	4.62918
9	570	11.9486
10	3	10.8239
10	19	8.21123
10	20	0.100124
10	27	3.58324
10	30	3.71712
10	152	5.14617
10	174	3.02562
10	179	7.82174
10	201	0.0517077
10	228	8.53164
10	283	7.16508
10	297	4.43066
10	681	12.3242
11	3	3.88628
11	99	3.83559
11	454	4.78523
11	550	4.53034
11	584	4.65052
11	662	4.81255
11	700	4.97284
11	727	5.30808
11	769	5.4957
11	813	5.62717
11	820	5.59858
11	842	5.74604
11	847	5.74918
11	857	5.76796
11	875	5.98589
12	2	5.20673
12	8	4.17353
12	23	4.67573
12	70	2.99439
12	123	4.27201
12	207	5.82306
12	267	4.22478
12	316	15.3046
12	337	4.84689
12	356	6.60139
12	426	5.81376
12	556	14.4437
12	700	16.934
12	925	12.2287
13	22	0.0290382
13	31	4.53862
13	41	6.54199
13	44	6.5678
13	63	5.61344
13	92	4.24585
13	119	7.47403
13	136	5.64878
13	138	6.00197
13	199	5.81618
13	367	11.1813
13	645	8.46707
13	815	13.1576
14	7	4.55402
14	265	4.01294
14	469	4.71005
14	481	4.94012
14	515	4.89277
14	536	4.77814
14	538	4.83076
14	555	4.76997
14	652	4.9766
14	673	5.86356
14	692	5.43518
14	704	5.33171
14	742	5.57135
14	745	5.41772
14	763	5.55428
15	74	0.0974538
15	120	5.55963
15	125	0.210025
15	188	4.75868
15	224	5.75133
15	261	6.40289
15	300	6.42446
15	327	8.88648
15	367	4.3439
15	450	4.97299
15	507	6.56195
15	673	0.915451
15	855	11.1546
15	883	4.3536
15	946	14.0421
16	111	4.08765
16	116	5.22397
16	180	4.29967
16	219	5.91185
16	308	4.40444
16	315	5.36179
16	337	0.168225
16	443	6.59994
16	464	13.1587
16	476	5.02567
16	549	13.9552
16	558	5.32055
16	565	7.85428
16	604	4.74622
16	770	19.8488
17	21	9.00787
17	90	6.13768
17	105	4.14053
17	108	5.96867
17	117	8.8504
17	181	3.43272
17	192	6.53385
17	200	3.34474
17	213	0.0426817
17	244	5.90448
17	248	8.07196
17	323	10.0349
17	369	9.09428
17	957	10.7249
18	1	4.74964
18	36	5.42094
18	53	6.54877
18	66	9.80068
18	81	4.60967
18	96	6.40815
18	113	4.79424
18	147	9.67277
18	167	6.26778
18	592	11.5475
18	599	0.0225671
18	708	7.79802
18	831	11.0569
18	981	3.01228
18	996	3.43911
19	10	4.54289
19	27	2.95078
19	174	2.39316
19	179	7.18928
19	228	7.89918
19	283	6.53262
19	297	3.7982
19	401	14.1995
19	428	0.847562
19	741	8.72114
19	820	9.96098
19	868	2.38776
19	943	4.76843
19	964	5.23523
19	982	9.51585
20	65	4.75908
20	125	5.55704
20	135	5.58369
20	212	4.81857
20	270	4.16672
20	279	0.0202131
20	322	4.43964
20	394	5.06794
20	434	6.12444
20	517	5.41113
20	545	4.89405
20	605	6.89588
20	623	5.42584
20	666	6.75665
20	980	19.7912
21	17	3.18786
21	90	5.09075
21	117	7.80347
21	132	11.2578
21	181	2.38578
21	200	2.2978
21	244	4.85754
21	356	0.340802
21	450	6.91046
21	607	3.51297
21	729	4.65729
21	755	9.30817
21	766	4.5384
21	804	7.23072
21	993	9.94189
22	57	5.47284
22	64	5.33191
22	115	11.4161
22	121	5.55874
22	143	4.10002
22	182	6.65279
22	198	6.1456
22	249	4.60487
22	274	8.11601
22	283	0.114798
22	402	7.98682
22	440	0.259275
22	518	3.48898
22	571	7.74141
22	720	10.2332
23	8	4.41189
23	12	4.96922
23	70	3.23275
23	76	7.18495
23	123	4.51037
23	207	6.06141
23	267	4.46314
23	337	5.08525
23	356	6.83975
23	385	17.2994
23	426	6.05212
23	761	22.5918
23	786	4.19822
23	802	3.70454
24	43	3.00085
24	52	6.95372
24	54	5.30002
24	58	8.31283
24	73	5.72009
24	78	4.56583
24	84	8.6604
24	86	4.30078
24	99	12.5514
24	266	5.72175
24	672	15.7038
24	922	3.40761
24	959	9.24571
25	42	3.95058
25	95	9.80963
25	112	11.681
25	127	3.82791
25	131	3.74258
25	186	5.21285
25	208	5.77942
25	227	5.87431
25	248	0.0138758
25	273	6.46616
25	544	8.78261
25	547	0.30409
25	666	0.172171
25	838	15.6814
25	943	13.281
26	69	9.17659
26	100	6.07197
26	145	3.90917
26	154	6.25032
26	164	3.96216
26	173	7.45147
26	176	5.0887
26	190	5.21832
26	263	6.02268
26	331	5.21673
26	340	3.34515
26	350	9.07729
26	536	14.2601
27	10	4.99259
27	19	8.02847
27	30	3.53436
27	38	0.0182507
27	48	9.77401
27	130	7.32574
27	152	4.9634
27	174	2.84285
27	179	7.63897
27	228	8.34887
27	283	6.98231
27	297	4.24789
28	374	4.57662
28	488	4.47986
28	590	4.67837
28	594	4.80527
28	607	4.94408
28	641	4.81777
28	660	4.86828
28	682	5.28474
28	703	5.30372
28	732	5.39382
28	733	5.24381
28	758	5.27465
28	764	5.40726
28	809	5.74956
28	880	5.96118
28	900	5.87677
29	75	4.48356
29	197	4.75337
29	280	4.81385
29	397	4.55853
29	427	7.01877
29	432	5.81411
29	437	6.48679
29	467	5.25602
29	477	4.87471
29	548	5.0921
29	553	0.281646
29	580	6.41302
29	595	5.64397
29	997	11.2239
30	10	4.86561
30	19	7.90149
30	27	3.27349
30	130	7.19876
30	152	4.83642
30	174	2.71587
30	179	7.51199
30	228	8.22189
30	283	6.85533
30	297	4.12091
30	682	8.31745
30	905	14.9418
31	13	4.0897
31	41	6.26951
31	44	6.29531
31	63	5.34095
31	92	3.97336
31	119	7.20154
31	136	5.37629
31	138	5.72948
31	199	5.54369
31	630	15.8016
31	824	8.48361
31	881	4.54253
31	905	7.28589
32	193	6.61791
32	230	3.65773
32	271	11.446
32	293	7.65058
32	302	4.62467
32	328	5.63875
32	330	5.00297
32	351	4.85678
32	357	7.09428
32	365	5.02542
32	366	5.28562
32	399	0.0515914
32	496	5.63344
32	903	9.26529
33	9	3.97037
33	161	10.237
33	243	4.66304
33	258	3.54396
33	260	8.52492
33	281	7.51177
33	324	0.0407345
33	325	6.19284
33	339	4.65826
33	352	6.44423
33	353	4.8457
33	408	5.0101
33	572	12.5555
33	599	0.158542
33	888	14.2108
34	54	0.00214653
34	77	4.3459
34	153	12.7188
34	160	5.78349
34	251	5.25631
34	290	4.69632
34	334	3.71724
34	345	4.61688
34	349	5.85229
34	379	7.13614
34	381	6.26702
34	509	6.86358
34	525	7.97375
34	743	11.8286
35	323	4.06239
35	529	4.96637
35	624	4.58511
35	717	4.94707
35	819	5.30371
35	830	5.58112
35	845	5.49931
35	887	5.46238
35	893	5.40229
35	914	5.69936
35	932	5.86942
35	951	5.76638
35	958	5.62628
35	960	5.97354
35	970	5.98696
35	983	6.16135
35	992	5.80959
35	994	5.69959
35	996	6.24035
36	1	4.89209
36	18	6.3646
36	53	6.69122
36	66	9.94313
36	81	4.75212
36	96	6.5506
36	113	4.9367
36	147	9.81523
36	167	6.41024
36	171	13.7034
36	283	0.423623
36	352	0.00186058
36	396	0.043552
36	931	11.0256
36	966	1.56038
37	68	1.06035
37	140	1.21512
37	151	5.4724
37	213	4.63434
37	221	1.9545
37	250	11.1639
37	597	16.594
37	598	4.683
37	612	4.82089
37	767	6.48065
37	858	4.57431
37	862	5.30067
37	898	4.39816
37	911	10.8881
37	992	6.79345
38	247	4.88295
38	344	4.78524
38	364	4.90335
38	372	4.4502
38	388	5.95479
38	419	4.44867
38	430	6.34352
38	478	6.05543
